source_url,raw_text,extraction_timestamp,year,year_confidence,price,price_confidence,mileage,mileage_confidence,model_trim,model_trim_confidence,exterior_color,exterior_color_confidence,interior_color,interior_color_confidence,source,source_confidence,extraction_method,data_quality_score,fair_value_usd,fair_value_calculation,asking_price_usd,deal_delta_usd,deal_percentage,deal_quality,composite_score,ranking_timestamp,rank
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2015 Porsche Cayman S 2015 Cayman Price not shown ,2025-08-26T10:21:18.593939,2015,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,29000,"{'base_value': 30500, 'year_adjustment': -1500, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.678120'}",,,,Unknown,20.150000000000002,2025-08-26T10:21:18.689296,11
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2015 Porsche Cayman GTS 2015 Cayman Price not shown ,2025-08-26T10:21:18.594064,2015,1.0,Unknown,0.0,Unknown,0.0,Cayman GTS,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,29000,"{'base_value': 30500, 'year_adjustment': -1500, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.678393'}",,,,Unknown,20.150000000000002,2025-08-26T10:21:18.689300,12
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2015 Porsche Cayman Coupe 2D 2015 Cayman Price not shown ,2025-08-26T10:21:18.603840,2015,1.0,Unknown,0.0,Unknown,0.0,Cayman Base,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,29000,"{'base_value': 30500, 'year_adjustment': -1500, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.684021'}",,,,Unknown,20.150000000000002,2025-08-26T10:21:18.689361,13
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2014 Porsche Cayman S S 2014 Cayman Price not shown ,2025-08-26T10:21:18.590739,2014,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,29500,"{'base_value': 30500, 'year_adjustment': -1000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.676028'}",,,,Unknown,20.14,2025-08-26T10:21:18.689261,14
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2014 Porsche Cayman 2014 Cayman Price not shown ,2025-08-26T10:21:18.593687,2014,1.0,Unknown,0.0,Unknown,0.0,Cayman 2,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,29500,"{'base_value': 30500, 'year_adjustment': -1000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.677602'}",,,,Unknown,20.14,2025-08-26T10:21:18.689290,15
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2014 Porsche Cayman Base 2dr Coupe 2014 Cayman Price not shown ,2025-08-26T10:21:18.595386,2014,1.0,Unknown,0.0,Unknown,0.0,Cayman Base,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,29500,"{'base_value': 30500, 'year_adjustment': -1000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.679891'}",,,,Unknown,20.14,2025-08-26T10:21:18.689320,16
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2012 Porsche Cayman Black Edition 2012 Cayman Price not shown ,2025-08-26T10:21:18.597659,2012,1.0,Unknown,0.0,Unknown,0.0,Cayman Black Edition,1.0,Black,1.0,Black,1.0,AutoTempest,1.0,unified_extractor,0.7142857142857143,31000,"{'base_value': 30500, 'year_adjustment': 0, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 500, 'calculation_timestamp': '2025-08-26T10:21:18.681084'}",,,,Unknown,20.12,2025-08-26T10:21:18.689331,17
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2012 Porsche Cayman S Black Edition 2012 Cayman Price not shown ,2025-08-26T10:21:18.597967,2012,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Black,1.0,Black,1.0,AutoTempest,1.0,unified_extractor,0.7142857142857143,31000,"{'base_value': 30500, 'year_adjustment': 0, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 500, 'calculation_timestamp': '2025-08-26T10:21:18.681448'}",,,,Unknown,20.12,2025-08-26T10:21:18.689334,18
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2012 Porsche Cayman Coupe 2D 2012 Cayman Price not shown ,2025-08-26T10:21:18.601283,2012,1.0,Unknown,0.0,Unknown,0.0,Cayman Base,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,30500,"{'base_value': 30500, 'year_adjustment': 0, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.682027'}",,,,Unknown,20.12,2025-08-26T10:21:18.689340,19
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2012 Porsche Cayman R 987.2 2012 Cayman Price not shown ,2025-08-26T10:21:18.601991,2012,1.0,Unknown,0.0,Unknown,0.0,Cayman R,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,30500,"{'base_value': 30500, 'year_adjustment': 0, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.682917'}",,,,Unknown,20.12,2025-08-26T10:21:18.689349,20
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2011 Porsche Cayman S 2011 Cayman Price not shown ,2025-08-26T10:21:18.606763,2011,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,31000,"{'base_value': 30500, 'year_adjustment': 500, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.684299'}",,,,Unknown,20.11,2025-08-26T10:21:18.689364,21
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2010 Porsche Cayman Coupe 2D 2010 Cayman Price not shown ,2025-08-26T10:21:18.593250,2010,1.0,Unknown,0.0,Unknown,0.0,Cayman Base,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,31500,"{'base_value': 30500, 'year_adjustment': 1000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.677063'}",,,,Unknown,20.1,2025-08-26T10:21:18.689284,22
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2010 Porsche Cayman 2dr Cpe 2010 Cayman Price not shown ,2025-08-26T10:21:18.594177,2010,1.0,Unknown,0.0,Unknown,0.0,Cayman 2,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,31500,"{'base_value': 30500, 'year_adjustment': 1000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.678674'}",,,,Unknown,20.1,2025-08-26T10:21:18.689306,23
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2009 Porsche Cayman S 2009 Cayman Price not shown ,2025-08-26T10:21:18.595708,2009,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,32000,"{'base_value': 30500, 'year_adjustment': 1500, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.680172'}",,,,Unknown,20.09,2025-08-26T10:21:18.689322,24
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2008 Porsche Cayman S 2008 Cayman Price not shown ,2025-08-26T10:21:18.592575,2008,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,32500,"{'base_value': 30500, 'year_adjustment': 2000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.676529'}",,,,Unknown,20.080000000000002,2025-08-26T10:21:18.689276,25
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2008 Porsche Cayman 2008 Cayman Price not shown ,2025-08-26T10:21:18.596005,2008,1.0,Unknown,0.0,Unknown,0.0,Cayman 2,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,32500,"{'base_value': 30500, 'year_adjustment': 2000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.680462'}",,,,Unknown,20.080000000000002,2025-08-26T10:21:18.689325,26
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2007 Porsche Cayman 2D Coupe S 2007 Cayman Price not shown ,2025-08-26T10:21:18.592278,2007,1.0,Unknown,0.0,Unknown,0.0,Cayman 2,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,33000,"{'base_value': 30500, 'year_adjustment': 2500, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.676285'}",,,,Unknown,20.07,2025-08-26T10:21:18.689271,27
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2007 Porsche Cayman S 2007 Cayman Price not shown ,2025-08-26T10:21:18.596360,2007,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,33000,"{'base_value': 30500, 'year_adjustment': 2500, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.680736'}",,,,Unknown,20.07,2025-08-26T10:21:18.689328,28
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2006 Porsche Cayman S 2006 Cayman Price not shown ,2025-08-26T10:21:18.593819,2006,1.0,Unknown,0.0,Unknown,0.0,Cayman S,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,33500,"{'base_value': 30500, 'year_adjustment': 3000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.677884'}",,,,Unknown,20.06,2025-08-26T10:21:18.689293,29
https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2006 Porsche Cayman 6-Speed 2006 Cayman Price not shown ,2025-08-26T10:21:18.603496,2006,1.0,Unknown,0.0,Unknown,0.0,Cayman Base,1.0,Unknown,0.0,Unknown,0.0,AutoTempest,1.0,unified_extractor,0.42857142857142855,33500,"{'base_value': 30500, 'year_adjustment': 3000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T10:21:18.683724'}",,,,Unknown,20.06,2025-08-26T10:21:18.689358,30
